,,,,Status:,Updated 9/15,,Denotes Piazza,Update all fields in Blue each week,We expect 50% of Single Sales 1 Week Prior,85%+ occupancy,,,,95%+ of Budget,,,,100%+ of Target,, ,,,,,,,,,,,,,,
,,,,,,,,,,70-85% occupancy,,,,85-95% of Budget,,,,90-99% of Target,,,,,,,,,,,,,,,,
,,,,,,Week #,,,,<70% occupancy,,,,<85% of Budget,,,,<90% of Target,,,,,,,,,,,,,,,,
,,,TICKET SALES REPORT as of 9/15/2025,,,3,,TOTAL SALES (Singles + Subs),,,,,,,Single Tickets,,,,,,,,Subscription Tickets,,,,Hall Data,,,Audience Data,,,Revenue last week,Increase over week
Wk #,# Weeks Until Perf,Perf. Week (Mon),Performance,,,Performance Date(s),Performance Type,Actual Total Tickets Sold,Projected Single Tickets + Actual Subs,Projected Total OCC at Performance,Total Actual Revenue,TOTAL BUDGET,"Actual/
Budget %",Projected/ Budget %,Actual Single Tickets Sold,Target Single Tickets for 85% OCC,Projected Single Tickets,Projected Single Tickets vs 85% OCC Target,Actual Revenue,BUDGET,"Actual/
Budget %",Projected/ Budget %,Actual Sub Tickets Sold,Actual Revenue,BUDGET,Actual vs Budget %,Max CAP,Actual OCC SOLD,Single Ticket ATP,# New HH,# Ret HH,# Total HH,,
7,4,10/13/2025,26 Top Gun: Maverick in Concert,,,10/17/2025,Specials/Film,  645 ,"  1,955 ",150%," $ 48,750 "," $ 103,497 ",47%,143%,  645 ,"  1,107 ","  1,955 ",177%," $ 48,750 "," $ 103,497 ",47%,143%,,,,,"  1,302 ",50%, $ 76 ,51,179,230,"$46,261.00 ","$2,489.00"
7,4,10/13/2025,26 Top Gun: Maverick in Concert,,,10/18/2025,Specials/Film,  808 ,"  2,448 ",188%," $ 60,628 "," $ 103,497 ",59%,178%,  808 ,"  1,107 ","  2,448 ",221%," $ 60,628 "," $ 103,497 ",59%,178%,,,,,"  1,302 ",62%, $ 75 ,74,184,258,"$55,583.00 ","$5,045.00"
7,4,10/13/2025,26 Top Gun: Maverick in Concert,,,10/19/2025,Specials/Film,  594 ,"  1,800 ",138%," $ 44,494 "," $ 103,496 ",43%,130%,  594 ,"  1,107 ","  1,800 ",163%," $ 44,494 "," $ 103,496 ",43%,130%,,,,,"  1,302 ",46%, $ 75 ,38,149,187,"$39,484.00 ","$5,010.00"
8,5,10/20/2025,26 The Lodger,,,10/22/2025,Specials/Film,  208 ,  693 ,53%," $ 10,588 "," $ 50,000 ",21%,71%,  208 ,"  1,107 ",  693 ,63%," $ 10,588 "," $ 50,000 ",21%,71%,,,,,"  1,302 ",16%, $ 51 ,5,78,83,"$10,238.00 ",$350.00
8,5,10/20/2025,26 PS2 90s Mixtape,,,10/24/2025,Pops,  812 ,"  1,041 ",65%," $ 57,609 "," $ 92,333 ",62%,80%,  98 ,  745 ,  327 ,44%," $ 5,960 "," $ 53,333 ",11%,43%,  714 ," $ 51,649 "," $ 39,000 ",132%,"  1,590 ",51%, $ 71 ,7,350,357,"$56,960.00 ",$649.10
8,5,10/20/2025,26 PS2 90s Mixtape,,,10/25/2025,Pops,  754 ,"  1,027 ",65%," $ 52,383 "," $ 92,333 ",57%,77%,  117 ,  810 ,  390 ,48%," $ 6,634 "," $ 53,333 ",12%,51%,  637 ," $ 45,749 "," $ 39,000 ",117%,"  1,590 ",47%, $ 69 ,11,320,311,"$52,132.00 ",$250.80
8,5,10/20/2025,26 PS2 90s Mixtape,,,10/26/2025,Pops,  476 ,  700 ,44%," $ 31,819 "," $ 92,333 ",34%,51%,  96 ,"  1,029 ",  320 ,31%," $ 6,028 "," $ 53,333 ",11%,40%,  380 ," $ 25,791 "," $ 39,000 ",66%,"  1,590 ",30%, $ 67 ,6,209,203,"$31,111.00 ",$707.50
9,6,10/27/2025,26 On-Stage 1,,,10/29/2025,On Stage,  25 ,  93 ,93%," $ 2,800 "," $ 11,200 ",25%,93%,  25 ,  85 ,  93 ,109%," $ 2,800 "," $ 11,200 ",25%,93%,,,,,  100 ,25%, $ 112 ,0,11,11,"$2,800.00 ",$0.00
9,6,10/27/2025,26 CS02 Rachmaninoff Cele Pt 1,,,10/31/2025,Classical,  468 ,  798 ,56%," $ 30,757 "," $ 52,000 ",59%,101%,  122 ,  924 ,  452 ,49%," $ 6,504 "," $ 22,000 ",30%,135%,  346 ," $ 24,253 "," $ 30,000 ",81%,"  1,433 ",33%, $ 66 ,10,222,232,"$30,629.00 ",$128.00
9,6,10/27/2025,26 CS02 Rachmaninoff Cele Pt 1,,,11/1/2025,Classical,  927 ,"  1,911 ",133%," $ 57,693 "," $ 86,500 ",67%,138%,  364 ,  740 ,"  1,348 ",182%," $ 20,977 "," $ 31,500 ",67%,266%,  563 ," $ 36,716 "," $ 55,000 ",67%,"  1,433 ",65%, $ 62 ,26,397,423,"$56,104.00 ","$1,589.00"
9,6,10/27/2025,26 CS02 Rachmaninoff Cele Pt 1,,,11/2/2025,Classical,  817 ,"  1,509 ",105%," $ 51,432 "," $ 86,500 ",59%,110%,  256 ,  741 ,  948 ,128%," $ 15,120 "," $ 31,500 ",48%,189%,  561 ," $ 36,312 "," $ 55,000 ",66%,"  1,433 ",57%, $ 63 ,17,407,424,"$50,340.00 ","$1,092.10"
10,7,11/3/2025,26 FS2 Carnival of the Animals,,,11/9/2025,Family,  443 , Too early ,Too early," $ 10,703 "," $ 19,500 ",55%,Too early,  144 ,  851 , Too early ,Too early," $ 4,064 "," $ 10,000 ",41%,Too early,  299 ," $ 6,639 "," $ 9,500 ",70%,"  1,300 ",34%, $ 24 ,9,103,112,"$10,523.00 ",$180.00
11,8,11/10/2025,OPEN,,,,,  -   , Too early ,, $ -   , $ -   ,#DIV/0!,,,, Too early ,,,,,,,,,N/A,,#DIV/0!,#DIV/0!,,,, $-   ,
12,9,11/17/2025,26 CS03 Matthias and Mahler 7,,,11/21/2025,Classical,  438 , Too early ,Too early," $ 29,114 "," $ 40,000 ",73%,Too early,  73 ,"  1,041 ", Too early ,Too early," $ 3,848 "," $ 15,000 ",26%,Too early,  365 ," $ 25,266 "," $ 25,000 ",101%,"  1,590 ",28%, $ 66 ,1,221,222,"$28,960.00 ",$154.00
12,9,11/17/2025,26 CS03 Matthias and Mahler 7,,,11/22/2025,Classical,  706 , Too early ,Too early," $ 47,478 "," $ 66,500 ",71%,Too early,  118 ,  852 , Too early ,Too early," $ 7,407 "," $ 11,500 ",64%,Too early,  588 ," $ 40,071 "," $ 55,000 ",73%,"  1,590 ",44%, $ 67 ,4,347,351,"$46,306.00 ","$1,171.90"
12,9,11/17/2025,26 CS03 Matthias and Mahler 7,,,11/23/2025,Classical,  719 , Too early ,Too early," $ 46,613 "," $ 66,500 ",70%,Too early,  98 ,  824 , Too early ,Too early," $ 6,541 "," $ 11,500 ",57%,Too early,  621 ," $ 40,072 "," $ 55,000 ",73%,"  1,590 ",45%, $ 65 ,3,391,394,"$46,473.00 ",$140.20
13,10,11/24/2025,26 Elf™ in Concert,,,11/28/2025,Specials/Film,  310 , Too early ,Too early," $ 20,978 "," $ 107,500 ",20%,Too early,  310 ,"  1,107 ", Too early ,Too early," $ 20,978 "," $ 107,500 ",20%,Too early,,,,,"  1,302 ",24%, $ 68 ,17,45,62,"$19,726.00 ","$1,251.60"
13,10,11/24/2025,26 Elf™ in Concert,,,11/29/2025,Specials/Film,  370 , Too early ,Too early," $ 24,415 "," $ 107,500 ",23%,Too early,  370 ,"  1,107 ", Too early ,Too early," $ 24,415 "," $ 107,500 ",23%,Too early,,,,,"  1,302 ",28%, $ 66 ,22,53,75,"$23,630.00 ",$784.60
13,10,11/24/2025,26 Elf™ in Concert,,,11/29/2025,Specials/Film,  283 , Too early ,Too early," $ 19,000 "," $ 107,500 ",18%,Too early,  283 ,"  1,107 ", Too early ,Too early," $ 19,000 "," $ 107,500 ",18%,Too early,,,,,"  1,302 ",22%, $ 67 ,12,56,68,"$18,424.00 ",$576.00
13,10,11/24/2025,26 Elf™ in Concert,,,11/30/2025,Specials/Film,  493 , Too early ,Too early," $ 34,570 "," $ 107,500 ",32%,Too early,  493 ,"  1,107 ", Too early ,Too early," $ 34,570 "," $ 107,500 ",32%,Too early,,,,,"  1,302 ",38%, $ 70 ,21,88,109,"$33,261.00 ","$1,308.60"
14,11,12/1/2025,26 Handel's Messiah,,,12/5/2025,Holiday,  357 , Too early ,Too early," $ 18,854 "," $ 78,333 ",24%,Too early,  357 ,"  1,218 ", Too early ,Too early," $ 18,854 "," $ 78,333 ",24%,Too early,,,,,"  1,433 ",25%, $ 53 ,19,86,105,"$16,236.00 ","$2,617.50"
14,11,12/1/2025,26 Handel's Messiah,,,12/6/2025,Holiday,  366 , Too early ,Too early," $ 22,002 "," $ 78,334 ",28%,Too early,  366 ,"  1,218 ", Too early ,Too early," $ 22,002 "," $ 78,334 ",28%,Too early,,,,,"  1,433 ",26%, $ 60 ,20,95,115,"$21,562.00 ",$439.50
14,11,12/1/2025,26 Handel's Messiah,,,12/7/2025,Holiday,  408 , Too early ,Too early," $ 21,653 "," $ 78,333 ",28%,Too early,  408 ,"  1,218 ", Too early ,Too early," $ 21,653 "," $ 78,333 ",28%,Too early,,,,,"  1,433 ",28%, $ 53 ,26,105,131,"$20,533.00 ","$1,119.50"
15,12,12/8/2025,26 Leslie Odom Jr.: Christmas,,,12/12/2025,Specials,"  1,006 ", Too early ,Too early," $ 103,427 "," $ 150,000 ",69%,Too early,"  1,006 ","  1,352 ", Too early ,Too early," $ 103,427 "," $ 150,000 ",69%,Too early,,,,,"  1,590 ",63%, $ 103 ,87,264,351,"$98,177.00 ","$5,250.00"
15,12,12/8/2025,26 Leslie Odom Jr.: Christmas,,,12/13/2025,Specials,"  1,233 ", Too early ,Too early," $ 123,198 "," $ 150,000 ",82%,Too early,"  1,233 ","  1,352 ", Too early ,Too early," $ 123,198 "," $ 150,000 ",82%,Too early,,,,,"  1,590 ",78%, $ 100 ,128,291,419,"$118,044.00 ","$5,154.00"
16,13,12/15/2025,26 Christmas Festival,,,12/18/2025,Holiday,  218 , Too early ,Too early," $ 13,189 "," $ 75,833 ",17%,Too early,  218 ,"  1,218 ", Too early ,Too early," $ 13,189 "," $ 75,833 ",17%,Too early,,,,,"  1,433 ",15%, $ 61 ,,,,"$12,454.00 ",$735.00
16,13,12/15/2025,26 Christmas Festival,,,12/19/2025,Holiday,  193 , Too early ,Too early," $ 11,667 "," $ 75,833 ",15%,Too early,  193 ,"  1,218 ", Too early ,Too early," $ 11,667 "," $ 75,833 ",15%,Too early,,,,,"  1,433 ",13%, $ 60 ,,,,"$11,477.00 ",$189.50
16,13,12/15/2025,26 Christmas Festival,,,12/20/2025,Holiday,  350 , Too early ,Too early," $ 21,405 "," $ 75,833 ",28%,Too early,  350 ,"  1,218 ", Too early ,Too early," $ 21,405 "," $ 75,833 ",28%,Too early,,,,,"  1,433 ",24%, $ 61 ,,,,"$20,515.00 ",$889.50
16,13,12/15/2025,26 Christmas Festival,,,12/20/2025,Holiday,  224 , Too early ,Too early," $ 13,817 "," $ 75,833 ",18%,Too early,  224 ,"  1,218 ", Too early ,Too early," $ 13,817 "," $ 75,833 ",18%,Too early,,,,,"  1,433 ",16%, $ 62 ,,,,"$12,895.00 ",$922.00
16,13,12/15/2025,26 Christmas Festival,,,12/21/2025,Holiday,  589 , Too early ,Too early," $ 23,553 "," $ 88,284 ",27%,Too early,  290 ,  964 , Too early ,Too early," $ 16,914 "," $ 75,834 ",22%,Too early,  299 ," $ 6,639 "," $ 12,450 ",53%,"  1,433 ",41%, $ 40 ,,,,"$21,923.00 ","$1,630.00"
16,13,12/15/2025,26 Christmas Festival,,,12/21/2025,Holiday,  137 , Too early ,Too early," $ 7,896 "," $ 75,834 ",10%,Too early,  137 ,"  1,218 ", Too early ,Too early," $ 7,896 "," $ 75,834 ",10%,Too early,,,,,"  1,433 ",10%, $ 58 ,,,,"$7,706.00 ",$190.00
17,14,12/22/2025,26 It's a Wonderful Life,,,12/23/2025,Specials/Film,  858 , Too early ,Too early," $ 66,654 "," $ 100,000 ",67%,Too early,  858 ,"  1,107 ", Too early ,Too early," $ 66,654 "," $ 100,000 ",67%,Too early,,,,,"  1,302 ",66%, $ 78 ,,,,"$62,594.00 ","$4,059.60"
